0.00023	3.3535	3.8962
0.00023844	3.3535	3.8962
0.00024719	3.3535	3.8962
0.00025627	3.3535	3.8962
0.00026567	3.3535	3.8962
0.00027542	3.3535	3.8962
0.00028553	3.3535	3.8962
0.00029601	3.3535	3.8962
0.00030687	3.3535	3.8962
0.00031814	3.3535	3.8962
0.00032981	3.3535	3.8962
0.00034192	3.3535	3.8962
0.00035447	3.3535	3.8962
0.00036748	3.3535	3.8962
0.00038096	3.3535	3.8962
0.00039495	3.3535	3.8962
0.00040944	3.3535	3.8962
0.00042447	3.3535	3.8962
0.00044005	3.3535	3.8962
0.0004562	3.3535	3.8962
0.00047294	3.3535	3.8962
0.0004903	3.3535	3.8962
0.00050829	3.3535	3.8962
0.00052695	3.3535	3.8962
0.00054629	3.3535	3.8962
0.00056634	3.3535	3.8962
0.00058712	3.3535	3.8962
0.00060867	3.3535	3.8962
0.00063101	3.3535	3.8962
0.00065417	3.3535	3.8962
0.00067818	3.3535	3.8962
0.00070307	3.3535	3.8962
0.00072888	3.3535	3.8962
0.00075563	3.3535	3.8962
0.00078336	3.3535	3.8962
0.00081211	3.3535	3.8962
0.00084192	3.3535	3.8962
0.00087282	3.3535	3.8962
0.00090485	3.3535	3.8962
0.00093806	3.3535	3.8962
0.00097249	3.3535	3.8962
0.0010082	3.3535	3.8962
0.0010452	3.3535	3.8962
0.0010835	3.3535	3.8962
0.0011233	3.3535	3.8962
0.0011645	3.3535	3.8962
0.0012073	3.3535	3.8962
0.0012516	3.3535	3.8962
0.0012975	3.3535	3.8962
0.0013451	3.3535	3.8962
0.0013945	3.3535	3.8962
0.0014457	3.3535	3.8962
0.0014988	3.3535	3.8962
0.0015538	3.3535	3.8962
0.0016108	3.3535	3.8962
0.0016699	3.3535	3.8962
0.0017312	3.3535	3.8962
0.0017947	3.3535	3.8962
0.0018606	3.3535	3.8962
0.0019289	3.3535	3.8962
0.0019997	3.3535	3.8962
0.0020731	3.3535	3.8962
0.0021492	3.3535	3.8962
0.0022281	3.3535	3.8962
0.0023098	3.3535	3.8962
0.0023946	3.3535	3.8962
0.0024825	3.3535	3.8962
0.0025736	3.3535	3.8962
0.0026681	3.3535	3.8962
0.002766	3.3535	3.8962
0.0028675	3.3535	3.8962
0.0029727	3.3535	3.8962
0.0030818	3.3535	3.8962
0.003195	3.3535	3.8962
0.0033122	3.3535	3.8962
0.0034338	3.3535	3.8962
0.0035598	3.3535	3.8962
0.0036905	3.3535	3.8962
0.0038259	3.3535	3.8962
0.0039663	3.3535	3.8962
0.0041119	3.3535	3.8962
0.0042628	3.3535	3.8962
0.0044193	3.3535	3.8962
0.0045815	3.3535	3.8962
0.0047496	3.3535	3.8962
0.0049239	3.3535	3.8962
0.0051046	3.3535	3.8962
0.005292	3.3535	3.8962
0.0054862	3.3535	3.8962
0.0056876	3.3535	3.8962
0.0058963	3.3535	3.8962
0.0061127	3.3535	3.8962
0.0063371	3.3535	3.8962
0.0065697	3.3535	3.8962
0.0068108	3.3535	3.8962
0.0070607	3.3535	3.8962
0.0073199	3.3535	3.8962
0.0075885	3.3535	3.8962
0.0078671	3.3535	3.8962
0.0081558	3.3535	3.8962
0.0084551	3.3535	3.8962
0.0087655	3.3535	3.8962
0.0090872	3.3535	3.8962
0.0094207	3.3535	3.8962
0.0097664	3.3535	3.8962
0.010125	3.3535	3.8962
0.010496	3.3535	3.8962
0.010882	3.3535	3.8962
0.011281	3.3535	3.8962
0.011695	3.3535	3.8962
0.012124	3.3535	3.8962
0.012569	3.3535	3.8962
0.013031	3.3535	3.8962
0.013509	3.3535	3.8962
0.014005	3.3535	3.8962
0.014519	3.3535	3.8962
0.015052	3.3535	3.8962
0.015604	3.3535	3.8962
0.016177	3.3535	3.8962
0.01677	3.3535	3.8962
0.017386	3.3535	3.8962
0.018024	3.3535	3.8962
0.018686	3.3535	3.8962
0.019371	3.3535	3.8962
0.020082	3.3535	3.8962
0.020819	3.3535	3.8962
0.021584	3.3535	3.8962
0.022376	3.3535	3.8962
0.023197	3.3535	3.8962
0.024048	3.3535	3.8962
0.024931	3.3535	3.8962
0.025846	3.3535	3.8962
0.026795	3.3535	3.8962
0.027778	3.3535	3.8962
0.028797	3.3535	3.8962
0.029854	3.3535	3.8962
0.03095	3.3535	3.8962
0.032086	3.3535	3.8962
0.033264	3.3535	3.8962
0.034484	3.3535	3.8962
0.03575	3.3535	3.8962
0.037062	3.3535	3.8962
0.038422	3.3535	3.8962
0.039833	3.3535	3.8962
0.041295	3.3535	3.8962
0.04281	3.3535	3.8962
0.044381	3.3535	3.8962
0.04601	3.3535	3.8962
0.047699	3.3535	3.8962
0.04945	3.3535	3.8962
0.051265	3.3535	3.8962
0.053146	3.3535	3.8962
0.055097	3.3535	3.8962
0.057119	3.3535	3.8962
0.059215	3.3535	3.8962
0.061388	3.3535	3.8962
0.063641	3.3535	3.8962
0.065977	3.3535	3.8962
0.068399	3.3535	3.8962
0.070909	3.3535	3.8962
0.073512	3.3535	3.8962
0.07621	3.3535	3.8962
0.079007	3.3535	3.8962
0.081906	3.3535	3.8962
0.084913	3.3535	3.8962
0.088029	3.3535	3.8962
0.09126	3.3535	3.8962
0.094609	3.3535	3.8962
0.098082	3.3535	3.8962
0.10168	3.3535	3.8962
0.10541	3.3535	3.8962
0.10928	3.3535	3.8962
0.11329	3.3535	3.8962
0.11745	3.3535	3.8962
0.12176	3.3535	3.8962
0.12623	3.3535	3.8962
0.13086	3.3535	3.8962
0.13567	3.3535	3.8962
0.14065	3.3535	3.8962
0.14581	3.3535	3.8962
0.15116	3.3535	3.8962
0.15671	3.3535	3.8962
0.16246	3.3535	3.8962
0.16842	3.3535	3.8962
0.1746	3.3535	3.8962
0.18101	3.3535	3.8962
0.18765	3.3535	3.8962
0.19454	3.3535	3.8962
0.20168	3.3535	3.8962
0.20908	3.3535	3.8962
0.21676	3.3535	3.8962
0.22471	3.3535	3.8962
0.23296	3.3535	3.8962
0.24151	3.3535	3.8962
0.25037	3.3535	3.8962
0.25956	3.3535	3.8962
0.26909	3.3535	3.8962
0.27897	3.3535	3.8962
0.2892	3.3535	3.8962
0.29982	3.3535	3.8962
0.31082	3.3535	3.8962
0.32223	3.3535	3.8962
0.33406	3.3535	3.8962
0.34632	3.3535	3.8962
0.35903	3.3535	3.8962
0.37221	3.3535	3.8962
0.38587	3.3535	3.8962
0.40003	3.3535	3.8962
0.41471	3.3535	3.8962
0.42993	3.3535	3.8962
0.44571	3.3535	3.8962
0.46207	3.3535	3.8962
0.47903	3.3535	3.8962
0.49661	3.3535	3.8962
0.51483	3.3535	3.8962
0.53373	3.3535	3.8962
0.55332	3.3535	3.8962
0.57363	3.3535	3.8962
0.59468	3.3535	3.8962
0.61651	3.3535	3.8962
0.63913	3.3535	3.8962
0.66259	3.3535	3.8962
0.68691	3.3535	3.8962
0.71212	3.3535	3.8962
0.73826	3.3535	3.8962
0.76535	3.3535	3.8962
0.79344	3.3535	3.8962
0.82256	3.3535	3.8962
0.85275	3.3535	3.8962
0.88405	3.3535	3.8962
0.9165	3.3535	3.8962
0.95013	3.3535	3.8962
0.98501	3.3535	3.8962
1.0212	3.3535	3.8962
1.0586	3.3535	3.8962
1.0975	3.3535	3.8962
1.1378	3.3535	3.8962
1.1795	3.3535	3.8962
1.2228	3.3535	3.8962
1.2677	3.3535	3.8962
1.3142	3.3535	3.8962
1.3625	3.3535	3.8962
1.4125	3.3535	3.8962
1.4643	3.3535	3.8962
1.518	3.3535	3.8962
1.5738	3.3535	3.8962
1.6315	3.3535	3.8962
1.6914	3.3535	3.8962
1.7535	3.3535	3.8962
1.8178	3.3535	3.8962
1.8846	3.3535	3.8962
1.9537	3.3535	3.8962
2.0254	3.3535	3.8962
2.0998	3.3535	3.8962
2.1768	3.3535	3.8962
2.2567	3.3535	3.8962
2.3396	3.3535	3.8962
2.4254	3.3535	3.8962
2.5144	3.3535	3.8962
2.6067	3.3535	3.8962
2.7024	3.3535	3.8962
2.8016	3.3535	3.8962
2.9044	3.3535	3.8962
3.011	3.3535	3.8962
3.1215	3.3535	3.8962
3.2361	3.3535	3.8962
3.3548	3.3535	3.8962
3.478	3.3535	3.8962
3.6056	3.3535	3.8962
3.738	3.3535	3.8962
3.8751	3.3535	3.8962
4.0174	3.3535	3.8962
4.1648	3.3535	3.8962
4.3177	3.3535	3.8962
4.4761	3.3535	3.8962
4.6404	3.3535	3.8962
4.8107	3.3535	3.8962
4.9873	3.3535	3.8962
5.1703	3.3535	3.8962
5.3601	3.3535	3.8962
5.5568	3.3535	3.8962
5.7608	3.3535	3.8962
5.9722	3.3535	3.8962
6.1914	3.3535	3.8962
6.4186	3.3535	3.8962
6.6542	3.3535	3.8962
6.8984	3.3535	3.8962
7.1516	3.3535	3.8962
7.4141	3.3535	3.8962
7.6862	3.3535	3.8962
7.9683	3.3535	3.8962
8.2608	3.3535	3.8962
8.564	3.3535	3.8962
8.8783	3.3535	3.8962
9.2041	3.3535	3.8962
9.5419	3.3535	3.8962
9.8921	3.3535	3.8962
10.255	3.3535	3.8962
10.632	3.3535	3.8962
11.022	3.3535	3.8962
11.426	3.3535	3.8962
11.846	3.3535	3.8962
12.28	3.3535	3.8962
12.731	3.3535	3.8962
13.198	3.3535	3.8962
13.683	3.3535	3.8962
14.185	3.3535	3.8962
14.706	3.3535	3.8962
15.245	3.3535	3.8962
15.805	3.3535	3.8962
16.385	3.3535	3.8962
16.986	3.3535	3.8962
17.61	3.3535	3.8962
18.256	3.3535	3.8962
18.926	3.3535	3.8962
19.621	3.3535	3.8962
20.341	3.3535	3.8962
21.087	3.3535	3.8962
21.861	3.3535	3.8962
22.664	3.3535	3.8962
23.495	3.3535	3.8962
24.358	3.3535	3.8962
25.252	3.3535	3.8962
26.179	3.3535	3.8962
27.139	3.3535	3.8962
28.135	3.3535	3.8962
29.168	3.3535	3.8962
30.239	3.3535	3.8962
31.348	3.3535	3.8962
32.499	3.3535	3.8962
33.692	3.3535	3.8962
34.928	3.3535	3.8962
36.21	3.3535	3.8962
37.539	3.3535	3.8962
38.917	3.3535	3.8962
40.345	3.3535	3.8962
41.826	3.3535	3.8962
43.361	3.3535	3.8962
44.953	3.3535	3.8962
46.602	3.3535	3.8962
48.313	3.3535	3.8962
50.086	3.3535	3.8962
51.924	3.3535	3.8962
53.83	3.3535	3.8962
55.806	3.3535	3.8962
57.854	3.3535	3.8962
59.977	3.3535	3.8962
62.178	3.3535	3.8962
64.461	3.3535	3.8962
66.826	3.3535	3.8962
69.279	3.3535	3.8962
71.822	3.3535	3.8962
74.458	3.3535	3.8962
77.19	3.3535	3.8962
80.024	3.3535	3.8962
82.961	3.3535	3.8962
86.005	3.3535	3.8962
89.162	3.3535	3.8962
92.434	3.3535	3.8962
95.827	3.3535	3.8962
99.344	3.3535	3.8962
102.99	3.3535	3.8962
106.77	3.3535	3.8962
110.69	3.3535	3.8962
114.75	3.3535	3.8962
118.96	3.3535	3.8962
123.33	3.3535	3.8962
127.86	3.3535	3.8962
132.55	3.3535	3.8962
137.41	3.3535	3.8962
142.46	3.3535	3.8962
147.68	3.3535	3.8962
153.1	3.3535	3.8962
158.72	3.3535	3.8962
164.55	3.3535	3.8962
170.59	3.3535	3.8962
176.85	3.3535	3.8962
183.34	3.3535	3.8962
190.07	3.3535	3.8962
197.05	3.3535	3.8962
204.28	3.3535	3.8962
211.77	3.3535	3.8962
219.55	3.3535	3.8962
227.6	3.3535	3.8962
235.96	3.3535	3.8962
244.62	3.3535	3.8962
253.6	3.3535	3.8962
262.9	3.3535	3.8962
272.55	3.3535	3.8962
282.56	3.3535	3.8962
292.93	3.3535	3.8962
303.68	3.3535	3.8962
314.82	3.3535	3.8962
326.38	3.3535	3.8962
338.36	3.3535	3.8962
350.78	3.3535	3.8962
363.65	3.3535	3.8962
377	3.3535	3.8962
390.83	3.3535	3.8962
405.18	3.3535	3.8962
420.05	3.3535	3.8962
435.46	3.3535	3.8962
451.45	3.3535	3.8962
468.02	3.3535	3.8962
485.19	3.3535	3.8962
503	3.3535	3.8962
521.46	3.3535	3.8962
540.6	3.3535	3.8962
560.44	3.3535	3.8962
581.01	3.3535	3.8962
602.33	3.3535	3.8962
624.44	3.3535	3.8962
647.36	3.3535	3.8962
671.12	3.3535	3.8962
695.75	3.3535	3.8962
721.29	3.3535	3.8962
747.76	3.3535	3.8962
775.2	3.3535	3.8962
803.65	3.3535	3.8962
833.15	3.3535	3.8962
863.73	3.3535	3.8962
895.43	3.3535	3.8962
928.29	3.3535	3.8962
962.36	3.3535	3.8962
997.68	3.3535	3.8962
1034.3	3.3535	3.8962
1072.3	3.3535	3.8962
1111.6	3.3535	3.8962
1152.4	3.3535	3.8962
1194.7	3.3535	3.8962
1238.6	3.3535	3.8962
1284	3.3535	3.8962
1331.1	3.3535	3.8962
1380	3.3535	3.8962
1430.6	3.3535	3.8962
1483.2	3.3535	3.8962
1537.6	3.3535	3.8962
1594	3.3535	3.8962
1652.5	3.3535	3.8962
1713.2	3.3535	3.8962
1776.1	3.3535	3.8962
