1.000000000000000021e-08,1.000000000000000036e-10
1.086606113854598039e-08,1.096680598336869617e-10
1.180712846666189067e-08,1.202708334768509579e-10
1.282969797894147492e-08,1.318986896198669116e-10
1.394082826282578570e-08,1.446507338521647136e-10
1.514818922258347182e-08,1.586356533508592799e-10
1.646011502308549594e-08,1.739726432343798965e-10
1.788566161883461814e-08,1.907924224765265081e-10
1.943466926536022081e-08,2.092383480396979185e-10
2.111783044448242138e-08,2.294676367231940729e-10
2.294676367231936303e-08,2.516527051405389254e-10
2.493409369951880444e-08,2.759826392466180493e-10
2.709353865732048915e-08,3.026648059395695065e-10
2.944000475100033758e-08,3.319266204733182766e-10
3.198968915434537821e-08,3.640174847446137398e-10
3.476019181541981112e-08,3.992109129748053330e-10
3.777063694539364668e-08,4.378068629038175225e-10
4.104180502904709428e-08,4.801342923653445283e-10
4.459627626819095302e-08,5.265539630332755117e-10
4.845858644816500441e-08,5.774615152359825483e-10
5.265539630332755200e-08,6.332908400455101444e-10
5.721567555063251450e-08,6.945177773823688901e-10
6.217090286163833290e-08,7.616641716552892182e-10
6.755528315331639721e-08,8.353023195026787452e-10
7.340598369757212442e-08,9.160598475443690701e-10
7.976339067929281194e-08,1.004625061717340266e-09
8.667138797389224784e-08,1.101752813788387274e-09
9.417766006869518808e-08,1.208270935044778320e-09
1.023340212191642215e-07,1.325087291997951109e-09
1.111967731120697747e-07,1.453197524236895428e-09
1.208270935044775971e-07,1.593693530381776023e-09
1.312914585212465275e-07,1.747772774464684389e-09
1.426621015260738263e-07,1.916748492056812839e-09
1.550175117335771904e-07,2.102060883130158422e-09
1.684429760042315257e-07,2.305289387051710727e-09
1.830311675620613017e-07,2.528166144331495437e-09
1.988827856988811764e-07,2.772590759860481009e-09
2.161072508808376594e-07,3.040646493467068516e-09
2.348234600554276511e-07,3.334618015786369338e-09
2.551606073727186320e-07,3.657010880777485836e-09
2.772590759860481158e-07,4.010572880855495982e-09
3.012714070881164328e-07,4.398317466650228574e-09
3.273633528715247702e-07,4.823549431001457331e-09
3.557150206821382366e-07,5.289893076098145923e-09
3.865221162631261751e-07,5.801323103833378025e-09
4.199972946715306122e-07,6.362198492657495465e-09
4.563716281924763051e-07,6.977299649665523501e-09
4.958962013837222009e-07,7.651869154570818192e-09
5.388438442608223497e-07,8.391656442830161051e-09
5.855110155867243528e-07,9.202966808760429084e-09
6.362198492657495432e-07,1.009271514630569803e-08
6.913203779678128213e-07,1.106848488549412002e-08
7.511929493320968915e-07,1.213859262690628897e-08
8.162508514287236451e-07,1.331215902504307643e-08
8.869431656014703861e-07,1.459918652473977151e-08
9.637578663841089376e-07,1.601064461318317722e-08
1.047225189888435394e-06,1.755856331414470578e-08
1.137921293915313960e-06,1.925613572129198540e-08
1.236472235053714927e-06,2.111783044448242138e-08
1.343558290220826187e-06,2.315951492743154529e-08
1.459918652473977078e-06,2.539859068780724019e-08
1.586356533508592829e-06,2.785414163241763299e-08
1.723744708063619884e-06,3.054709671159967770e-08
1.873031538506438410e-06,3.350040829913135944e-08
2.035247521183579910e-06,3.673924781802074362e-08
2.211512399725488909e-06,4.029122027951343848e-08
2.403042894406969757e-06,4.418659956385941558e-08
2.611161100917462053e-06,4.845858644816500441e-08
2.837303616516211435e-06,5.314359158053241492e-08
3.083031456568277085e-06,5.828154581230839739e-08
3.350040829913136129e-06,6.391624053344005372e-08
3.640174847446137571e-06,7.009570091165617929e-08
3.955436244734701173e-06,7.687259521663720232e-08
4.298001206490798531e-06,8.430468371788967295e-08
4.670234388327330377e-06,9.245531098233579584e-08
5.074705239490476054e-06,1.013939457675291777e-07
5.514205739240301802e-06,1.111967731120697747e-07
5.991769669310612853e-06,1.219473436696738303e-07
6.510693555481467715e-06,1.337372858212497705e-07
7.074559422819878311e-06,1.466670866343968600e-07
7.687259521663735955e-06,1.608469483265355233e-07
8.353023195026787283e-06,1.763977275314045206e-07
9.076446072885356405e-06,1.934519653744044275e-07
9.862521794868783995e-06,2.121550171362448178e-07
1.071667648032864333e-05,2.326662911331457944e-07
1.164480618372685418e-05,2.551606073727186320e-07
1.265331759388942887e-05,2.798296875655116090e-07
1.374917225806420378e-05,3.068837891917639042e-07
1.493993463605256153e-05,3.365534975507094415e-07
1.623382431612281556e-05,3.690916910662782350e-07
1.763977275314045312e-05,4.047756965997322088e-07
1.916748492056813148e-05,4.439096531392166621e-07
2.082750630190518509e-05,4.868271040122284053e-07
2.263129568399529777e-05,5.338938397147350576e-07
2.459130425468046297e-05,5.855110155867231881e-07
2.672106155079437918e-05,6.421185709064757965e-07
2.903526884977813914e-05,7.041989785449296116e-07
3.154990064958088780e-05,7.722813571388641993e-07
3.428231493733974476e-05,8.469459808314576254e-07
3.725137300800209639e-05,9.288292250172498599e-07
4.047756965997322426e-05,1.018628990244686430e-06
4.398317466650228581e-05,1.117110650504824176e-06
4.779238649935594978e-05,1.225113576604117707e-06
5.193149936590212571e-05,1.343558290220826187e-06
5.642908471262542147e-05,1.473454309619834269e-06
6.131618844795768525e-05,1.615908753895919187e-06
6.662654524581163073e-05,1.772135779080358465e-06
7.239681140910876969e-05,1.943466926536018322e-06
7.866681790071590008e-05,2.131362471841437407e-06
8.547984528840422633e-05,2.337423870891812441e-06
9.288292250172498895e-05,2.563407409296514869e-06
1.009271514630571888e-04,2.811239171408461075e-06
1.096680598336869630e-04,3.083031456568277085e-06
1.191659843098558737e-04,3.381100782480682084e-06
1.294864871145904987e-04,3.707987629168172278e-06
1.407008085602686571e-04,4.066478091781853959e-06
1.528863588058729521e-04,4.459627626819095778e-06
1.661272522034293005e-04,4.890787094139589993e-06
1.805148879221109997e-04,5.363631316739234746e-06
1.961485808579433343e-04,5.882190401699956262e-06
2.131362471841437593e-04,6.450884089267685838e-06
2.315951492743154505e-04,7.074559422819878311e-06
2.516527051405394329e-04,7.758532060787827210e-06
2.734473679737579768e-04,8.508631582640581106e-06
2.971295818577334162e-04,9.331251175078239952e-06
3.228628202536733467e-04,1.023340212191642326e-05
3.508247144239795708e-04,1.122277356208507171e-05
3.812082795843888027e-04,1.230779802506665817e-05
4.142232472483898067e-04,1.349772330233941753e-05
4.500975129608051229e-04,1.480269126739507093e-05
4.890787094139589959e-04,1.623382431612278168e-05
5.314359158053241772e-04,1.780332016430111953e-05
5.774615152359826014e-04,1.952455581016860933e-05
6.274732129711587487e-04,2.141220154815727099e-05
6.818162294944478787e-04,2.348234600554276300e-05
7.408656834939568014e-04,2.575263326771198816e-05
8.050291812295988936e-04,2.824241326078435614e-05
8.747496301554415774e-04,3.097290667331406490e-05
9.505082962189511427e-04,3.396738582272209374e-05
1.032828125941029481e-03,3.725137300800209639e-05
1.122277356208509387e-03,4.085285803928557266e-05
1.219473436696738231e-03,4.480253679829489699e-05
1.325087291997953777e-03,4.913407286296356800e-05
1.439847952876009609e-03,5.388438442608223624e-05
1.564547588616095868e-03,5.909395895340964548e-05
1.700046975206718092e-03,6.480719826311971232e-05
1.847281437099636096e-03,7.107279696773411630e-05
2.007267303562572294e-03,7.794415750404951407e-05
2.181108924191519933e-03,8.547984528840405014e-05
2.370006292009330367e-03,9.374408787663000668e-05
2.575263326771203790e-03,1.028073223830864739e-04
2.798296875655115722e-03,1.127467958244945007e-04
3.040646493467068570e-03,1.236472235053714952e-04
3.303985069871861503e-03,1.356015110565632028e-04
3.590130377007068330e-03,1.487115462808953766e-04
3.901057617190993500e-03,1.630890675549330796e-04
4.238913057338783430e-03,1.788566161883461936e-04
4.606028844202407491e-03,1.961485808579429278e-04
5.004939102700953560e-03,2.151123430182167188e-04
5.438397428464801162e-03,2.359095330508633717e-04
5.909395895340977152e-03,2.587174078595918538e-04
6.421185709064758558e-03,2.837303616516211350e-04
6.977299649665537687e-03,3.111615827824356566e-04
7.581576457522117875e-03,3.412448707852889693e-04
8.238187331399618799e-03,3.742366290721976666e-04
8.951664721378302381e-03,4.104180502904709112e-04
9.726933615426178875e-03,4.500975129608042013e-04
1.056934553557989376e-02,4.936132098237916476e-04
1.148471547840288973e-02,5.413360302965375317e-04
1.247936205471311330e-02,5.936727216069126283e-04
1.356015110565634771e-02,6.510693555481455010e-04
1.473454309619837317e-02,7.140151304013388428e-04
1.601064461318317880e-02,7.830465404301183239e-04
1.739726432343802545e-02,8.587519484845162338e-04
1.890397377819223387e-02,9.417766006869518567e-04
2.054117348353064199e-02,1.032828125941027530e-03
2.232016469295234479e-02,1.132682567136153885e-03
2.425322741760355463e-02,1.242190995452616175e-03
2.635370519267398598e-02,1.362286764141646756e-03
2.863609718508115798e-02,1.493993463605256282e-03
