1.000000000000000036e-10,1.000000000000000036e-10
1.091631734193617043e-10,1.137921293915313865e-10
1.191659843098558820e-10,1.294864871145902138e-10
1.300853701090573170e-10,1.473454309619837285e-10
1.420053181653681720e-10,1.676675034527700915e-10
1.550175117335772059e-10,1.907924224765265081e-10
1.692220351641035637e-10,2.171067602537262575e-10
1.847281437099635999e-10,2.470504055456830727e-10
2.016551038724744398e-10,2.811239171408466927e-10
2.201331107493032305e-10,3.198968915434537821e-10
2.403042894406964729e-10,3.640174847446137398e-10
2.623237882163123518e-10,4.142232472483889600e-10
2.863609718508109965e-10,4.713534534786916201e-10
3.126007243068703745e-10,5.363631316739245446e-10
3.412448707852896363e-10,6.103390288028621394e-10
3.725137300800209446e-10,6.945177773823688901e-10
4.066478091781862404e-10,7.903065678861363837e-10
4.439096531392166638e-10,8.993066723187632633e-10
4.845858644816500234e-10,1.023340212191642339e-09
5.289893076098145509e-10,1.164480618372685478e-09
5.774615152359825483e-10,1.325087291997951109e-09
6.303753153071268513e-10,1.507845045861054146e-09
6.881376986415670383e-10,1.715808985610006638e-09
7.511929493320953695e-10,1.952455581016860835e-09
8.200260619934130824e-10,2.221740781062882401e-09
8.951664721378319698e-10,2.528166144331495437e-09
9.771921283717995923e-10,2.876854090190597166e-09
1.066733937734859231e-09,3.273633528715247685e-09
1.164480618372685478e-09,3.725137300800209756e-09
1.271183996869030166e-09,4.238913057338774039e-09
1.387664790981307088e-09,4.823549431001457331e-09
1.514818922258347306e-09,5.488819609789677536e-09
1.653624407094178742e-09,6.245844712439617951e-09
1.805148879221110079e-09,7.107279696773411823e-09
1.970557801501796435e-09,8.087524908770473732e-09
2.151123430182167183e-09,9.202966808760429084e-09
2.348234600554280995e-09,1.047225189888435368e-08
2.563407409296514925e-09,1.191659843098558799e-08
2.798296875655121649e-09,1.356015110565631944e-08
3.054709671159968266e-09,1.543038469183564636e-08
3.334618015786369338e-09,1.755856331414470578e-08
3.640174847446137502e-09,1.998026308572550669e-08
3.973730381485612373e-09,2.273596682327715219e-08
4.337850187558984311e-09,2.587174078595923950e-08
4.735334922917120694e-09,2.944000475100033758e-08
5.169241873891593288e-09,3.350040829913135944e-08
5.642908471262542225e-09,3.812082795843887835e-08
6.159977960380180970e-09,4.337850187558984642e-08
6.724427423484249138e-09,4.936132098237916782e-08
7.340598369757226669e-09,5.616929824163815181e-08
8.013230128396886343e-09,6.391624053344005372e-08
8.747496301554432735e-09,7.273165113001453838e-08
9.549044557518077645e-09,8.276289456246351739e-08
1.042404007021557942e-08,9.417766006869518808e-08
1.137921293915313901e-08,1.071667648032864354e-07
1.242190995452618730e-08,1.219473436696738303e-07
1.356015110565634757e-08,1.387664790981307030e-07
1.480269126739510068e-08,1.579053314474175925e-07
1.615908753895919015e-08,1.796838390767722947e-07
1.763977275314045140e-08,2.044660666579117723e-07
1.925613572129198540e-08,2.326662911331457944e-07
2.102060883130158422e-08,2.647559270567064124e-07
2.294676367231940935e-08,3.012714070881164328e-07
2.504941542174502476e-08,3.428231493733974116e-07
2.734473679737585536e-08,3.901057617190993334e-07
2.985038245118729495e-08,4.439096531392166621e-07
3.258562476153230072e-08,5.051342468816766686e-07
3.557150206821389513e-08,5.748030158125362767e-07
3.883098049059608885e-08,6.540805914998259011e-07
4.238913057338782807e-08,7.442922330043757756e-07
4.627332011878693067e-08,8.469459808314576254e-07
5.051342468816766289e-08,9.637578663841089376e-07
5.514205739240302119e-08,1.096680598336869605e-06
6.019481973827286720e-08,1.247936205471311460e-06
6.571057546036270339e-08,1.420053181653681648e-06
7.173174944465627137e-08,1.615908753895919187e-06
7.830465404301183108e-08,1.838776980082326952e-06
8.547984528840422527e-08,2.092383480396979220e-06
9.331251175078240587e-08,2.380967717380358287e-06
1.018628990244688574e-07,2.709353865732054249e-06
1.111967731120700129e-07,3.083031456568277085e-06
1.213859262690628963e-07,3.508247144239788729e-06
1.325087291997953872e-07,3.992109129748053595e-06
1.446507338521647231e-07,4.542705986374043022e-06
1.579053314474175925e-07,5.169241873891603982e-06
1.723744708063619884e-07,5.882190401699956262e-06
1.881694424970559379e-07,6.693469712958667425e-06
2.054117348353064390e-07,7.616641716552891624e-06
2.242339683219849746e-07,8.667138797389224784e-06
2.447809157044440390e-07,9.862521794868783995e-06
2.672106155079438236e-07,1.122277356208507171e-05
2.916955876018798848e-07,1.277063301308644688e-05
3.184241601504656269e-07,1.453197524236895456e-05
3.476019181541980980e-07,1.653624407094182118e-05
3.794532847236942309e-07,1.881694424970555652e-05
4.142232472483898033e-07,2.141220154815731504e-05
4.521792417370701931e-07,2.436540009125465973e-05
4.936132098237926708e-07,2.772590759860481179e-05
5.388438442608223497e-07,3.154990064958088780e-05
5.882190401699968332e-07,3.590130377007068275e-05
6.421185709064757965e-07,4.085285803928565397e-05
7.009570091165632223e-07,4.648733708020256735e-05
7.651869154570832949e-07,5.289893076098156713e-05
8.353023195026787071e-07,6.019481973827274491e-05
9.118425196146581106e-07,6.849696716357453182e-05
9.953962309984243260e-07,7.794415750404951407e-05
1.086606113854597953e-06,8.869431656014704793e-05
1.186173716452479197e-06,1.009271514630571888e-04
1.294864871145904843e-06,1.148471547840289032e-04
1.413515584835395657e-06,1.306870229743347734e-04
1.543038469183564517e-06,1.487115462808953766e-04
1.684429760042318698e-06,1.692220351641039017e-04
1.838776980082330552e-06,1.925613572129198628e-04
2.007267303562572507e-06,2.191196687578147377e-04
2.191196687578151900e-06,2.493409369951880578e-04
2.391979840020242245e-06,2.837303616516211350e-04
2.611161100917462053e-06,3.228628202536733467e-04
2.850426320853437396e-06,3.673924781802074212e-04
3.111615827824362867e-06,4.180637241455762245e-04
3.396738582272209713e-06,4.757236139187889594e-04
3.707987629168172278e-06,5.413360302965375317e-04
4.047756965997322088e-06,6.159977960380168260e-04
4.418659956385940975e-06,7.009570091165617713e-04
4.823549431001477137e-06,7.976339067929281382e-04
5.265539630332766000e-06,9.076446072885356337e-04
5.748030158125362767e-06,1.032828125941029481e-03
6.274732129711587521e-06,1.175277117462945149e-03
6.849696716357454029e-06,1.337372858212497679e-03
7.477346305177595824e-06,1.521825053264387129e-03
8.162508514287236875e-06,1.731717133723352942e-03
8.910453324821521320e-06,1.970557801501800210e-03
9.726933615426179187e-06,2.242339683219845160e-03
1.061822941099384578e-05,2.551606073727186348e-03
1.159119618598885772e-05,2.903526884977813711e-03
1.265331759388945428e-05,3.303985069871861503e-03
1.381276302832012281e-05,3.759674965785467400e-03
1.507845045861054071e-05,4.278214201767621509e-03
1.646011502308553014e-05,4.868271040122283504e-03
