READ SERR 1 2
@ajello_LoNLoS_LAT_1D
!
3.345000e+00 2.636766e-01 2.863234e-01 1.690000e+01 4.000000e-01 4.000000e-01 0.000000e+00
3.895000e+00 2.652799e-01 2.847201e-01 1.880000e+01 4.500000e-01 4.500000e-01 0.000000e+00
4.450000e+00 2.711823e-01 2.888177e-01 2.060000e+01 5.500000e-01 5.500000e-01 0.000000e+00
5.005000e+00 2.674393e-01 2.825607e-01 2.150000e+01 5.500000e-01 5.500000e-01 0.000000e+00
5.560000e+00 2.729452e-01 2.870548e-01 2.280000e+01 6.000000e-01 6.000000e-01 0.000000e+00
6.120000e+00 2.735914e-01 2.864086e-01 2.390000e+01 6.500000e-01 6.500000e-01 0.000000e+00
6.675000e+00 2.693328e-01 2.806672e-01 2.450000e+01 6.500000e-01 6.500000e-01 0.000000e+00
7.230000e+00 2.745761e-01 2.854239e-01 2.660000e+01 7.500000e-01 7.500000e-01 0.000000e+00
7.790000e+00 2.749663e-01 2.850337e-01 2.900000e+01 8.500000e-01 8.500000e-01 0.000000e+00
8.350000e+00 2.753041e-01 2.846959e-01 2.920000e+01 9.000000e-01 9.000000e-01 0.000000e+00
8.910000e+00 2.755994e-01 2.844006e-01 3.060000e+01 9.500000e-01 9.500000e-01 0.000000e+00
9.470000e+00 2.758597e-01 2.841403e-01 3.130000e+01 9.500000e-01 9.500000e-01 0.000000e+00
1.002500e+01 2.712275e-01 2.787725e-01 3.100000e+01 1.100000e+00 1.100000e+00 0.000000e+00
1.060000e+01 2.957539e-01 3.042461e-01 3.170000e+01 1.200000e+00 1.200000e+00 0.000000e+00
1.115000e+01 2.471970e-01 2.528030e-01 3.310000e+01 1.300000e+00 1.300000e+00 0.000000e+00
1.170000e+01 2.961532e-01 3.038468e-01 3.490000e+01 1.350000e+00 1.350000e+00 0.000000e+00
1.230000e+01 2.963409e-01 3.036591e-01 3.580000e+01 1.500000e+00 1.500000e+00 0.000000e+00
1.285000e+01 2.475679e-01 2.524321e-01 3.560000e+01 1.650000e+00 1.650000e+00 0.000000e+00
1.340000e+01 2.966414e-01 3.033586e-01 3.450000e+01 1.900000e+00 1.900000e+00 0.000000e+00
1.400000e+01 2.967853e-01 3.032147e-01 3.670000e+01 1.950000e+00 1.950000e+00 0.000000e+00
1.485000e+01 5.398113e-01 5.601887e-01 3.810000e+01 1.650000e+00 1.650000e+00 0.000000e+00
1.595000e+01 5.405144e-01 5.594856e-01 3.670000e+01 2.100000e+00 2.100000e+00 0.000000e+00
1.685000e+01 1.110711e+00 1.189289e+00 4.050000e+01 7.500000e-01 7.500000e-01 0.000000e+00
1.765000e+01 1.112496e+00 1.187504e+00 3.840000e+01 1.800000e+00 1.800000e+00 0.000000e+00
1.915000e+01 1.115439e+00 1.184561e+00 4.130000e+01 7.500000e-01 7.500000e-01 0.000000e+00
2.115000e+01 2.219039e+00 2.480961e+00 3.930000e+01 2.050000e+00 2.050000e+00 0.000000e+00
2.150000e+01 1.166486e+00 1.233514e+00 4.120000e+01 8.000000e-01 8.000000e-01 0.000000e+00
2.390000e+01 1.169855e+00 1.230145e+00 4.120000e+01 9.000000e-01 9.000000e-01 0.000000e+00
2.580000e+01 2.197276e+00 2.402724e+00 3.990000e+01 3.500000e+00 3.500000e+00 0.000000e+00
2.635000e+01 1.220334e+00 1.279666e+00 4.320000e+01 9.500000e-01 9.500000e-01 0.000000e+00
2.890000e+01 1.270746e+00 1.329254e+00 4.270000e+01 1.050000e+00 1.050000e+00 0.000000e+00
3.105000e+01 2.809545e+00 3.090455e+00 4.150000e+01 6.000000e+00 6.000000e+00 0.000000e+00
3.150000e+01 1.273163e+00 1.326837e+00 4.140000e+01 1.200000e+00 1.200000e+00 0.000000e+00
3.435000e+01 1.515011e+00 1.584989e+00 4.120000e+01 1.450000e+00 1.450000e+00 0.000000e+00
3.730000e+01 3.153735e+00 3.446265e+00 3.720000e+01 7.650000e+00 7.650000e+00 0.000000e+00
3.805000e+01 2.089209e+00 2.210791e+00 4.160000e+01 1.200000e+00 1.200000e+00 0.000000e+00
4.245000e+01 2.190329e+00 2.309671e+00 4.150000e+01 1.350000e+00 1.350000e+00 0.000000e+00
4.815000e+01 3.326243e+00 3.573757e+00 3.780000e+01 1.300000e+00 1.300000e+00 0.000000e+00
5.520000e+01 3.482484e+00 3.717516e+00 3.420000e+01 1.500000e+00 1.500000e+00 0.000000e+00
6.380000e+01 4.803773e+00 5.196227e+00 3.090000e+01 1.700000e+00 1.700000e+00 0.000000e+00
7.400000e+01 5.017071e+00 5.382929e+00 2.690000e+01 4.150000e+00 4.150000e+00 0.000000e+00
8.455000e+01 5.180566e+00 5.519434e+00 2.500000e+01 2.150000e+00 2.150000e+00 0.000000e+00
9.850000e+01 6.285299e+00 6.714701e+00 2.270000e+01 8.500000e-01 8.500000e-01 0.000000e+00
1.100000e+02 9.544512e+00 1.045549e+01 2.410000e+01 1.800000e+00 1.800000e+00 0.000000e+00
1.200000e+02 1.405881e+01 1.594119e+01 2.260000e+01 9.000000e-01 9.000000e-01 0.000000e+00
1.350000e+02 1.416408e+01 1.583592e+01 2.250000e+01 2.800000e+00 2.800000e+00 0.000000e+00
1.525000e+02 1.649257e+01 1.850743e+01 1.960000e+01 3.500000e-01 3.500000e-01 0.000000e+00
1.800000e+02 2.748239e+01 3.251761e+01 1.950000e+01 1.450000e+00 1.450000e+00 0.000000e+00
2.000000e+02 2.773720e+01 3.226280e+01 1.860000e+01 1.350000e+00 1.350000e+00 0.000000e+00
