READ SERR 1 2
@ajello_LoNLoS_LAT_1D
!
3.207000e+00 1.792000e-01 1.792000e-01 1.915000e+01 4.544000e-01 4.544000e-01 0.000000e+00
3.566000e+00 1.793000e-01 1.793000e-01 2.137000e+01 4.809000e-01 4.809000e-01 0.000000e+00
3.924000e+00 1.795000e-01 1.795000e-01 2.335000e+01 4.395000e-01 4.395000e-01 0.000000e+00
4.283000e+00 1.796000e-01 1.796000e-01 2.343000e+01 4.959000e-01 4.959000e-01 0.000000e+00
4.643000e+00 1.797000e-01 1.797000e-01 2.516000e+01 5.312000e-01 5.312000e-01 0.000000e+00
5.002000e+00 1.799000e-01 1.799000e-01 2.569000e+01 5.789000e-01 5.789000e-01 0.000000e+00
5.362000e+00 1.800000e-01 1.800000e-01 2.720000e+01 6.050000e-01 6.050000e-01 0.000000e+00
5.722000e+00 1.801000e-01 1.801000e-01 2.847000e+01 6.386000e-01 6.386000e-01 0.000000e+00
6.083000e+00 1.803000e-01 1.803000e-01 2.929000e+01 6.753000e-01 6.753000e-01 0.000000e+00
6.444000e+00 1.804000e-01 1.804000e-01 3.032000e+01 7.359000e-01 7.359000e-01 0.000000e+00
6.804000e+00 1.806000e-01 1.806000e-01 3.128000e+01 7.938000e-01 7.938000e-01 0.000000e+00
7.166000e+00 1.807000e-01 1.807000e-01 3.241000e+01 8.524000e-01 8.524000e-01 0.000000e+00
7.527000e+00 1.808000e-01 1.808000e-01 3.305000e+01 9.507000e-01 9.507000e-01 0.000000e+00
7.889000e+00 1.810000e-01 1.810000e-01 3.429000e+01 1.063000e+00 1.063000e+00 0.000000e+00
8.251000e+00 1.811000e-01 1.811000e-01 3.418000e+01 1.167000e+00 1.167000e+00 0.000000e+00
8.613000e+00 1.812000e-01 1.812000e-01 3.448000e+01 1.250000e+00 1.250000e+00 0.000000e+00
8.976000e+00 1.814000e-01 1.814000e-01 3.692000e+01 1.315000e+00 1.315000e+00 0.000000e+00
9.339000e+00 1.815000e-01 1.815000e-01 3.667000e+01 1.420000e+00 1.420000e+00 0.000000e+00
9.702000e+00 1.816000e-01 1.816000e-01 3.738000e+01 1.547000e+00 1.547000e+00 0.000000e+00
1.007000e+01 1.818000e-01 1.818000e-01 3.897000e+01 1.699000e+00 1.699000e+00 0.000000e+00
1.043000e+01 1.819000e-01 1.819000e-01 4.057000e+01 1.889000e+00 1.889000e+00 0.000000e+00
1.079000e+01 1.821000e-01 1.821000e-01 4.032000e+01 2.118000e+00 2.118000e+00 0.000000e+00
1.116000e+01 1.822000e-01 1.822000e-01 4.060000e+01 2.338000e+00 2.338000e+00 0.000000e+00
1.152000e+01 1.823000e-01 1.823000e-01 4.460000e+01 2.548000e+00 2.548000e+00 0.000000e+00
1.189000e+01 1.825000e-01 1.825000e-01 4.286000e+01 2.830000e+00 2.830000e+00 0.000000e+00
1.225000e+01 1.826000e-01 1.826000e-01 4.364000e+01 3.170000e+00 3.170000e+00 0.000000e+00
1.262000e+01 1.827000e-01 1.827000e-01 4.434000e+01 3.596000e+00 3.596000e+00 0.000000e+00
1.298000e+01 1.829000e-01 1.829000e-01 4.312000e+01 4.054000e+00 4.054000e+00 0.000000e+00
1.335000e+01 1.830000e-01 1.830000e-01 4.814000e+01 4.478000e+00 4.478000e+00 0.000000e+00
1.371000e+01 1.832000e-01 1.832000e-01 3.680000e+01 5.162000e+00 5.162000e+00 0.000000e+00
1.408000e+01 1.833000e-01 1.833000e-01 4.663000e+01 5.320000e+00 5.320000e+00 0.000000e+00
1.445000e+01 1.835000e-01 1.835000e-01 4.720000e+01 5.802000e+00 5.802000e+00 0.000000e+00
1.481000e+01 1.836000e-01 1.836000e-01 5.030000e+01 6.366000e+00 6.366000e+00 0.000000e+00
1.518000e+01 1.837000e-01 1.837000e-01 4.554000e+01 6.949000e+00 6.949000e+00 0.000000e+00
1.555000e+01 1.839000e-01 1.839000e-01 4.950000e+01 7.720000e+00 7.720000e+00 0.000000e+00
1.592000e+01 1.840000e-01 1.840000e-01 4.115000e+01 8.754000e+00 8.754000e+00 0.000000e+00
1.629000e+01 1.842000e-01 1.842000e-01 5.265000e+01 9.648000e+00 9.648000e+00 0.000000e+00
1.665000e+01 1.843000e-01 1.843000e-01 6.871000e+01 1.351000e+01 1.351000e+01 0.000000e+00
1.702000e+01 1.844000e-01 1.844000e-01 5.898000e+01 1.184000e+01 1.184000e+01 0.000000e+00
1.739000e+01 1.846000e-01 1.846000e-01 5.653000e+01 1.296000e+01 1.296000e+01 0.000000e+00
1.776000e+01 1.847000e-01 1.847000e-01 5.260000e+01 1.425000e+01 1.425000e+01 0.000000e+00
1.813000e+01 1.849000e-01 1.849000e-01 5.126000e+01 1.570000e+01 1.570000e+01 0.000000e+00
1.850000e+01 1.850000e-01 1.850000e-01 6.444000e+01 1.639000e+01 1.639000e+01 0.000000e+00
1.887000e+01 1.852000e-01 1.852000e-01 7.075000e+01 1.743000e+01 1.743000e+01 0.000000e+00
1.924000e+01 1.853000e-01 1.853000e-01 7.241000e+01 1.850000e+01 1.850000e+01 0.000000e+00
