READ,SERR,1,2,,,
@ajello_LoNLoS_LAT_1D,,,,,,
!,,,,,,
97.6,5.2,5.2,26.67,0.99,0.99,0
108,5.2,5.25,24.38,1.05,1.05,0
118.5,5.25,6.2,23.31,1.245,1.245,0
130.9,6.2,6.7,22.45,1.44,1.44,0
144.3,6.7,3.64999999999999,20.26,1.905,1.905,0
151.6,3.64999999999999,7.90000000000001,18.32,3.305,3.305,0
167.4,7.90000000000001,10.6,16.59,2.355,2.355,0
188.6,10.6,10.95,16.04,3.415,3.415,0
210.5,10.95,16.55,14.76,3.26,3.26,0
243.6,16.55,31.6,13.89,3.02,3.02,0
306.8,31.6,31.6,9.883,3.2495,3.2495,0
