0.	0.
0.02	0.004331878892992431
0.04	0.017336186452952006
0.06	0.03902474207858995
0.08	0.06943561015680409
0.1	0.10860830950423263
0.12	0.15656954641537543
0.14	0.21334396216109386
0.16	0.2789474674891639
0.18	0.3533551853655725
0.2	0.4364881744164328
0.22	0.5282174129817423
0.24	0.6283418702034403
0.26	0.7365525368637513
0.28	0.8524239899952529
0.3	0.9754143133794785
0.32	1.1048386779375157
0.34	1.2398458613899583
0.36	1.3794285215579936
0.38	1.5224350430766156
0.4	1.6675631052680078
0.42	1.8133732613624851
0.44	1.9583350905700345
0.46	2.100866845518328
0.48	2.2393639173658735
0.5	2.37225104209649
0.52	2.498050111681026
0.54	2.6154264423358735
0.56	2.7232218461604782
0.58	2.8204993135375647
0.6	2.9065797014077472
0.62	2.981047273282835
0.64	3.0437434702544937
0.66	3.0947643564511593
0.68	3.134443075010992
0.7	3.163311490317756
0.72	3.1820629299076297
0.74	3.1915216110006814
0.76	3.192604726288432
0.78	3.1862805405258907
0.8	3.1735371801550913
0.82	3.1553591595061667
0.84	3.132702552485751
0.86	3.106474023465164
0.88	3.077519549461873
0.9	3.0466170207133327
0.92	3.0144689068895665
0.94	2.9816989595502124
0.96	2.948853321139584
0.98	2.916402115749851
1.	2.8847415102276406
1.02	2.854197711269563
1.04	2.825031381388622
1.06	2.797441879928187
1.08	2.7715724555886676
1.1	2.747515320289442
1.12	2.7253156648556027
1.14	2.7049765395576015
1.16	2.68646468678442
1.18	2.669714767654792
1.2	2.6546328434771174
1.22	2.6411018442081304
1.24	2.628987168889953
1.26	2.618139889479236
1.28	2.608400256775929
1.3	2.599603427795333
1.32	2.5915839768627875
1.34	2.5841779650191783
1.36	2.577226275148481
1.38	2.57057941867096
1.4	2.5640999389748442
1.42	2.557663023170567
1.44	2.5511588748103637
1.46	2.5444953648074082
1.48	2.5375978744615852
1.5	2.5304084447747877
1.52	2.52288667215884
1.54	2.5150098962262644
1.56	2.5067710841159387
1.58	2.49817710613633
1.6	2.489248345696496
1.62	2.4800171668842683
1.64	2.4705251011142515
1.66	2.4608210489776035
1.68	2.4509602082678836
1.7	2.4410019740593594
1.72	2.4310075469134342
1.74	2.4210385679470066
1.76	2.411155946576551
1.78	2.401418128672643
1.8	2.3918796565780394
1.82	2.3825903457406374
1.84	2.3735944222756467
1.86	2.3649296599057967
1.88	2.356626895076888
1.9	2.34870966877894
1.92	2.3411939514705864
1.94	2.3340882628259703
1.96	2.3273938793333833
1.98	2.321104874480599
2.	2.3152085723531903
2.02	2.309686461682675
2.04	2.3045147554278334
2.06	2.2996647821433287
2.08	2.2951040871014037
2.1	2.290797717965344
2.12	2.286708793780165
2.14	2.282799130063026
2.16	2.279030646734583
2.18	2.2753664949694543
2.2	2.2717713485042905
2.22	2.2682120488634836
2.24	2.26465884592687
2.26	2.2610859390528657
2.28	2.2574713470244
2.3	2.2537973543844916
2.32	2.2500512116678304
2.34	2.246224955781616
2.36	2.2423149109685796
2.38	2.2383218231339757
2.4	2.2342509167869187
2.42	2.2301111767247592
2.44	2.2259146729434445
2.46	2.221676406162181
2.48	2.2174138861793424
2.5	2.2131462281587297
2.52	2.20889350978267
2.54	2.204676444487219
2.56	2.200515789360913
2.58	2.196431589921861
2.6	2.192442702565853
2.62	2.1885664539904712
2.64	2.1848181901264865
2.66	2.1812108655301463
2.68	2.1777547793996845
2.7	2.174457385024662
2.72	2.1713231929247248
2.74	2.1683537372721693
2.76	2.1655475208631536
2.78	2.162900098975645
2.8	2.1604043908961077
2.82	2.1580509194396105
2.84	2.1558279253260912
2.86	2.1537217524850067
2.88	2.151717447452021
2.9	2.1497990833588547
2.92	2.1479499676738674
2.94	2.1461532267021015
2.96	2.144392448106541
2.98	2.1426518893336213
3.	2.1409166770266173
3.02	2.1391733968702122
3.04	2.1374105245864494
3.06	2.1356183902688706
3.08	2.133789279806041
3.1	2.1319178407579003
3.12	2.1300011592081116
3.14	2.1280384737217335
3.16	2.1260311393140205
3.18	2.12398275482734
3.2	2.1218989100844903
3.22	2.119786749498811
3.24	2.117654817310867
3.26	2.115512937551784
3.28	2.1133717862858052
3.3	2.111242444574095
3.32	2.109136183595905
3.34	2.1070642244565767
3.36	2.1050373322602782
3.38	2.1030654715849475
3.4	2.101157608701119
3.42	2.099321515560525
3.44	2.0975635400686454
3.46	2.09588841969903
3.48	2.0942991790704206
3.5	2.0927971153434113
3.52	2.0913818059897853
3.54	2.0900510777550494
3.56	2.088801055734363
3.58	2.0876263849064998
3.6	2.086520430348648
3.62	2.085475351644901
3.64	2.084482308172711
3.66	2.083531861688104
3.68	2.0826142419625886
3.7	2.081719447546266
3.72	2.0808375468771607
3.74	2.0799591195887595
3.76	2.079075437333637
3.78	2.0781785117018003
3.8	2.0772613882592488
3.82	2.0763184669774453
3.84	2.075345496411338
3.86	2.0743395221611953
3.88	2.0732990780759057
3.9	2.072224288500118
3.92	2.071116666693108
3.94	2.069978966132742
3.96	2.0688152245078877
3.98	2.067630653658915
4.	2.066431318188044
